wheel,station,sector,NSegments,xx,yy,zz,aa,bb,cc
1,1,8,33988,1.72E-05,0.000305716,0.000804025,2.45E-08,2.79E-08,4.68E-09
1,1,9,33333,1.78E-05,0.00031604,0.000834493,2.42E-08,2.79E-08,4.55E-09
1,1,10,33336,1.87E-05,0.000313629,0.00082753,2.45E-08,2.79E-08,4.66E-09
1,1,11,33012,1.85E-05,0.000316493,0.000831181,2.46E-08,2.78E-08,4.78E-09
1,1,12,35065,1.81E-05,0.000304565,0.000805903,2.42E-08,2.77E-08,4.69E-09
1,2,1,34912,2.32E-05,0.000361479,0.00131761,4.84E-08,4.82E-08,7.93E-09
1,2,2,30633,2.61E-05,0.000387086,0.0014081,5.36E-08,5.36E-08,8.93E-09
1,2,3,33675,2.25E-05,0.000353353,0.0012771,4.77E-08,4.70E-08,7.76E-09
1,2,4,23810,3.44E-05,0.000660552,0.00204299,9.41E-08,8.61E-08,1.91E-08
1,2,5,27200,2.66E-05,0.00048695,0.00176365,6.18E-08,5.91E-08,9.56E-09
1,2,6,35498,2.16E-05,0.000341806,0.00124382,4.53E-08,4.41E-08,7.23E-09
1,2,7,35966,2.20E-05,0.00034007,0.00124222,4.84E-08,4.68E-08,7.83E-09
1,2,8,33953,2.34E-05,0.000360159,0.00131106,4.79E-08,4.68E-08,7.69E-09
1,2,9,33124,2.36E-05,0.000351968,0.00127754,4.85E-08,4.87E-08,8.03E-09
1,2,10,28626,1.46E-05,0.00049599,0.00182328,5.94E-08,5.83E-08,7.92E-09
1,2,11,34345,2.25E-05,0.000358948,0.00130643,4.73E-08,4.70E-08,7.68E-09
1,2,12,34642,2.31E-05,0.000354426,0.00129416,4.83E-08,4.76E-08,7.86E-09
1,3,1,30223,5.02E-05,0.00055373,0.00286329,1.29E-07,1.13E-07,1.56E-08
1,3,2,30000,4.89E-05,0.000540949,0.00281188,1.25E-07,1.10E-07,1.51E-08
1,3,3,30818,4.67E-05,0.00052683,0.00273269,1.17E-07,1.04E-07,1.41E-08
1,3,4,19928,7.75E-05,0.00103497,0.00455623,2.66E-07,2.10E-07,3.84E-08
1,3,5,28445,5.24E-05,0.000584952,0.00304157,1.27E-07,1.16E-07,1.56E-08
1,3,6,32756,4.48E-05,0.000503255,0.00259908,1.12E-07,9.96E-08,1.36E-08
1,3,7,30006,4.94E-05,0.00054677,0.00284951,1.33E-07,1.15E-07,1.59E-08
1,3,8,31579,4.54E-05,0.000512054,0.00265231,1.17E-07,1.06E-07,1.43E-08
1,3,9,21395,6.77E-05,0.000773436,0.00403839,1.75E-07,1.55E-07,2.10E-08
1,3,10,29765,4.79E-05,0.000536596,0.00277739,1.23E-07,1.09E-07,1.48E-08
1,3,11,31639,4.51E-05,0.000502754,0.00260648,1.14E-07,1.01E-07,1.37E-08
1,3,12,31884,4.66E-05,0.0005214,0.0027193,1.18E-07,1.07E-07,1.45E-08
1,4,1,49901,0.000103185,,0.00601056,1.25E-06,3.73E-07,4.35E-08
1,4,2,44571,0.000101461,,0.0060045,1.38E-06,3.99E-07,4.26E-08
1,4,3,48000,9.19E-05,,0.00547025,1.20E-06,3.59E-07,3.80E-08
1,4,4,None,8.70E-05,,0.008118416071,2.82E-06,3.95E-06,2.93E-08
1,4,5,48047,0.0001017,,0.00639497,1.29E-06,3.74E-07,4.24E-08
1,4,6,48986,8.01E-05,,0.000607441,1.36E-06,1.45E-07,3.84E-08
1,4,7,51261,9.21E-05,,0.00575252,1.23E-06,3.53E-07,3.86E-08
1,4,8,49378,8.88E-05,,0.000722564,1.32E-06,9.24E-08,3.68E-08
1,4,9,20994,0.000240894,,0.0443222,1.55E-05,2.72E-05,5.40E-08
1,4,10,None,8.70E-05,,0.008118416071,2.82E-06,3.95E-06,2.93E-08
1,4,11,22314,0.000234852,,0.0338949,1.39E-05,2.56E-05,4.42E-08
1,4,12,52134,8.36E-05,,0.00447792,1.11E-06,3.36E-07,3.23E-08
1,4,13,None,8.70E-05,,0.008118416071,2.82E-06,3.95E-06,2.93E-08
1,4,14,None,8.70E-05,,0.008118416071,2.82E-06,3.95E-06,2.93E-08
2,1,1,10034,8.80E-05,0.00555677,0.00364385,4.52E-08,5.19E-08,2.41E-08
2,1,2,10668,0.000105386,0.00489829,0.00323637,4.86E-08,5.10E-08,2.82E-08
2,1,3,14024,6.27E-05,0.00395897,0.0025906,2.95E-08,3.49E-08,1.54E-08
2,1,4,9199,6.27E-05,0.00716054,0.00462059,4.51E-08,5.37E-08,2.13E-08
2,1,5,10292,7.52E-05,0.00699758,0.00455741,4.26E-08,5.36E-08,1.94E-08
2,1,6,15775,4.77E-05,0.00377399,0.00245549,2.83E-08,3.31E-08,1.39E-08
2,1,7,14806,6.46E-05,0.00434073,0.00285322,2.92E-08,3.63E-08,1.42E-08
2,1,8,16146,4.66E-05,0.00367769,0.00239839,2.55E-08,3.00E-08,1.23E-08
2,1,9,11998,7.51E-05,0.00510746,0.00335067,3.79E-08,4.74E-08,1.97E-08
2,1,10,16454,4.60E-05,0.00359047,0.00233303,2.44E-08,2.99E-08,1.21E-08
2,1,11,15906,5.25E-05,0.0037447,0.00244222,2.67E-08,3.18E-08,1.35E-08
2,1,12,15747,5.33E-05,0.00373035,0.00242912,3.26E-08,3.49E-08,1.69E-08
2,2,1,20693,4.51E-05,0.00291647,0.00266768,4.13E-08,3.61E-08,1.87E-08
2,2,2,19729,4.49E-05,0.00306121,0.00279441,4.20E-08,3.65E-08,1.89E-08
2,2,3,23384,3.79E-05,0.00251004,0.0022895,3.30E-08,2.91E-08,1.49E-08
2,2,4,19620,5.45E-05,0.00346665,0.00317381,4.19E-08,4.04E-08,1.88E-08
2,2,5,15636,5.56E-05,0.00398993,0.0036238,5.02E-08,4.81E-08,2.36E-08
2,2,6,23882,3.60E-05,0.00273184,0.0024929,3.36E-08,3.07E-08,1.46E-08
2,2,8,24084,3.83E-05,0.00265398,0.00242501,3.21E-08,2.92E-08,1.43E-08
2,2,9,22109,4.22E-05,0.00281417,0.00257027,3.54E-08,3.16E-08,1.57E-08
2,2,10,20625,4.13E-05,0.00303193,0.00276426,3.88E-08,3.54E-08,1.76E-08
2,2,11,22192,3.94E-05,0.00279879,0.00255988,3.51E-08,3.18E-08,1.54E-08
2,2,12,23968,3.66E-05,0.00267899,0.00244913,3.30E-08,2.98E-08,1.44E-08
2,3,1,20132,7.75E-05,0.00391856,0.00521178,7.83E-08,6.69E-08,2.95E-08
2,3,2,16394,9.28E-05,0.00425826,0.00562958,9.29E-08,7.77E-08,3.52E-08
2,3,3,22777,6.48E-05,0.00327813,0.00433029,6.65E-08,5.66E-08,2.46E-08
2,3,4,18926,7.98E-05,0.00426867,0.00562019,8.36E-08,6.97E-08,3.09E-08
2,3,5,20040,7.36E-05,0.00365816,0.00482164,7.09E-08,6.17E-08,2.64E-08
2,3,6,22721,6.71E-05,0.00331611,0.00439118,7.22E-08,6.13E-08,2.70E-08
2,3,7,22964,7.15E-05,0.00345007,0.00459043,7.10E-08,6.07E-08,2.63E-08
2,3,8,21210,6.85E-05,0.00351406,0.00464081,7.28E-08,6.18E-08,2.68E-08
2,3,9,22125,6.88E-05,0.00348226,0.00459038,7.05E-08,5.95E-08,2.59E-08
2,3,10,21560,7.09E-05,0.00349274,0.00460272,7.18E-08,6.09E-08,2.70E-08
2,3,11,22804,6.79E-05,0.00342872,0.00455921,6.81E-08,5.82E-08,2.53E-08
2,3,12,21169,6.94E-05,0.00370092,0.00491448,7.37E-08,6.35E-08,2.68E-08
2,4,1,42356,0.000132012,,0.00789027,1.54E-06,4.88E-07,5.35E-08
2,4,2,33190,0.000162577,,0.00959652,1.88E-06,5.87E-07,6.38E-08
2,4,3,36804,0.000123078,,0.00738396,1.68E-06,5.24E-07,4.96E-08
2,4,4,None,0.0001174574286,,0.01162005786,3.60E-06,5.28E-06,3.82E-08
2,4,5,41034,0.000130775,,0.00817852,1.61E-06,4.93E-07,5.48E-08
2,4,6,44520,0.000119432,,0.00735987,1.50E-06,4.54E-07,4.93E-08
2,4,7,43741,0.000122613,,0.00758147,1.56E-06,4.73E-07,5.11E-08
2,4,8,44104,0.000110693,,0.00671574,1.45E-06,4.40E-07,4.42E-08
2,4,9,17603,0.000322144,,0.0575152,1.96E-05,3.62E-05,6.64E-08
2,4,10,None,0.0001174574286,,0.01162005786,3.60E-06,5.28E-06,3.82E-08
2,4,11,18771,0.000308362,,0.0439486,1.81E-05,3.38E-05,5.85E-08
2,4,12,42411,0.000112718,,0.00651066,1.49E-06,4.70E-07,4.43E-08
2,4,13,None,0.0001174574286,,0.01162005786,3.60E-06,5.28E-06,3.82E-08
2,4,14,None,0.0001174574286,,0.01162005786,3.60E-06,5.28E-06,3.82E-08
-2,1,1,30454,2.32E-05,0.00184609,0.00120146,1.27E-08,1.47E-08,6.11E-09
-2,1,2,20904,3.51E-05,0.00262887,0.00171831,1.83E-08,2.25E-08,9.11E-09
-2,1,3,26107,3.29E-05,0.00211879,0.00138354,1.48E-08,1.72E-08,7.36E-09
-2,1,4,31595,2.17E-05,0.0018381,0.00119076,1.22E-08,1.46E-08,5.73E-09
-2,1,5,30649,2.66E-05,0.00188671,0.00122919,1.25E-08,1.49E-08,5.94E-09
-2,1,6,28297,3.08E-05,0.00195164,0.00127729,1.50E-08,1.68E-08,7.51E-09
-2,1,7,35388,2.09E-05,0.00161703,0.00105465,1.16E-08,1.37E-08,5.67E-09
-2,1,8,38207,1.97E-05,0.00147583,0.000961118,1.06E-08,1.25E-08,5.18E-09
-2,1,9,24633,2.87E-05,0.00234522,0.00153196,1.53E-08,1.82E-08,7.19E-09
-2,1,10,19133,3.80E-05,0.00308542,0.00200842,1.95E-08,2.30E-08,8.78E-09
-2,1,11,20863,4.07E-05,0.00286548,0.00188167,1.78E-08,2.23E-08,7.93E-09
-2,1,12,32968,2.12E-05,0.00180205,0.00117158,1.23E-08,1.49E-08,5.76E-09
-2,2,1,50122,1.87E-05,0.00121649,0.00111421,1.54E-08,1.41E-08,7.11E-09
-2,2,2,45314,2.25E-05,0.0013501,0.0012419,1.78E-08,1.60E-08,8.07E-09
-2,2,3,44574,2.05E-05,0.00131251,0.00118979,1.82E-08,1.60E-08,8.41E-09
-2,2,4,41142,2.04E-05,0.00151739,0.00137943,1.86E-08,1.70E-08,8.25E-09
-2,2,5,49763,1.78E-05,0.00118471,0.00108017,1.63E-08,1.40E-08,7.33E-09
-2,2,6,50873,1.76E-05,0.00122638,0.00112053,1.56E-08,1.39E-08,6.86E-09
-2,2,7,53721,1.68E-05,0.00111239,0.00101627,1.44E-08,1.27E-08,6.33E-09
-2,2,8,53885,1.64E-05,0.00114693,0.00105053,1.43E-08,1.29E-08,6.34E-09
-2,2,9,38678,2.44E-05,0.00140818,0.00128884,1.92E-08,1.68E-08,8.80E-09
-2,2,10,32237,3.30E-05,0.00183267,0.00169018,2.60E-08,2.42E-08,1.23E-08
-2,2,11,32677,2.88E-05,0.00171504,0.00157091,2.54E-08,2.25E-08,1.20E-08
-2,2,12,48135,1.85E-05,0.00129571,0.00119032,1.60E-08,1.52E-08,7.19E-09
-2,3,1,46750,3.42E-05,0.00161046,0.0021219,3.29E-08,2.77E-08,1.24E-08
-2,3,2,48416,2.99E-05,0.00157366,0.00208195,3.21E-08,2.78E-08,1.19E-08
-2,3,3,48237,3.03E-05,0.00149175,0.00196418,3.10E-08,2.61E-08,1.14E-08
-2,3,4,47693,3.12E-05,0.00154564,0.00202926,3.13E-08,2.67E-08,1.18E-08
-2,3,5,49975,2.99E-05,0.00148954,0.00196902,2.97E-08,2.55E-08,1.10E-08
-2,3,6,52408,3.02E-05,0.00143952,0.00190105,2.93E-08,2.50E-08,1.09E-08
-2,3,7,52515,2.94E-05,0.00142113,0.0018758,2.91E-08,2.46E-08,1.09E-08
-2,3,8,47576,3.06E-05,3.88E-05,4.47E-05,2.48E-08,2.72E-08,1.20E-08
-2,3,9,40666,3.86E-05,0.00191363,0.00253877,3.90E-08,3.28E-08,1.42E-08
-2,3,10,35601,3.90E-05,0.00221054,0.00291192,4.47E-08,3.75E-08,1.60E-08
-2,3,11,42460,3.55E-05,0.00183818,0.002433,3.69E-08,3.17E-08,1.36E-08
-2,3,12,39122,3.73E-05,0.00223805,0.00296723,4.05E-08,3.64E-08,1.49E-08
-2,4,1,93291,5.58E-05,,0.00350998,6.82E-07,2.09E-07,2.31E-08
-2,4,2,93082,5.95E-05,,0.00375473,6.86E-07,2.09E-07,2.49E-08
-2,4,3,83734,5.69E-05,,0.00368792,7.71E-07,2.36E-07,2.34E-08
-2,4,4,None,5.22E-05,,0.005011462,1.71E-06,2.50E-06,1.67E-08
-2,4,5,80916,5.18E-05,,0.000382068,8.22E-07,7.51E-08,2.30E-08
-2,4,6,97142,5.18E-05,,0.00304838,6.54E-07,2.00E-07,2.13E-08
-2,4,7,97068,5.13E-05,,0.00299765,6.60E-07,2.02E-07,2.10E-08
-2,4,8,96937,4.96E-05,,0.00266008,6.63E-07,2.04E-07,1.91E-08
-2,4,9,36169,0.000158564,,0.0232596,9.62E-06,1.73E-05,2.96E-08
-2,4,10,None,5.22E-05,,0.005011462,1.71E-06,2.50E-06,1.67E-08
-2,4,11,38337,0.000145746,,0.0237645,8.71E-06,1.62E-05,2.88E-08
-2,4,12,96090,4.99E-05,,0.00309556,6.41E-07,1.99E-07,1.99E-08
-2,4,13,None,5.22E-05,,0.005011462,1.71E-06,2.50E-06,1.67E-08
-2,4,14,None,5.22E-05,,0.005011462,1.71E-06,2.50E-06,1.67E-08
-1,1,1,63381,9.07E-06,0.000160652,0.00042383,1.29E-08,1.48E-08,2.52E-09
-1,1,2,62922,8.19E-06,0.000167087,0.000435949,1.35E-08,1.47E-08,2.40E-09
-1,1,3,51368,1.03E-05,0.000251909,0.000560534,2.07E-08,2.04E-08,4.96E-09
-1,1,4,73839,7.63E-06,0.000134749,0.000354,1.07E-08,1.23E-08,2.09E-09
-1,1,5,72690,7.84E-06,0.000135929,0.000356546,1.08E-08,1.24E-08,2.09E-09
-1,1,6,72926,7.82E-06,0.000141817,0.000371045,1.12E-08,1.25E-08,2.15E-09
-1,1,7,71077,7.65E-06,0.000141283,0.000369977,1.12E-08,1.28E-08,2.17E-09
-1,1,8,73101,7.50E-06,0.000138379,0.000364271,1.10E-08,1.24E-08,2.09E-09
-1,1,9,68163,8.08E-06,0.000153632,0.000404544,1.18E-08,1.35E-08,2.24E-09
-1,1,10,70405,7.40E-06,0.000142189,0.000373358,1.19E-08,1.35E-08,2.21E-09
-1,1,11,70048,7.81E-06,0.000148812,0.000390134,1.16E-08,1.35E-08,2.20E-09
-1,1,12,70144,8.11E-06,0.000146112,0.000384957,1.15E-08,1.29E-08,2.17E-09
-1,2,1,67933,1.17E-05,0.000177722,0.00064647,2.34E-08,2.25E-08,3.76E-09
-1,2,2,71452,1.13E-05,0.000166884,0.000608912,2.22E-08,2.21E-08,3.63E-09
-1,2,3,47659,1.68E-05,0.000314576,0.000973095,4.46E-08,4.00E-08,8.89E-09
-1,2,4,69793,1.15E-05,0.00016807,0.000614274,2.17E-08,2.13E-08,3.47E-09
-1,2,5,75185,1.01E-05,0.000153453,0.000560958,2.06E-08,1.99E-08,3.27E-09
-1,2,6,73414,1.08E-05,0.000164977,0.000604758,2.17E-08,2.14E-08,3.46E-09
-1,2,7,72762,1.08E-05,0.000164185,0.000598309,2.20E-08,2.12E-08,3.48E-09
-1,2,8,77380,1.01E-05,0.000153484,0.000555984,2.06E-08,1.97E-08,3.30E-09
-1,2,9,66450,1.32E-05,0.000186664,0.000683233,2.44E-08,2.38E-08,3.96E-09
-1,2,10,71369,1.07E-05,0.000164458,0.000599058,2.21E-08,2.16E-08,3.53E-09
-1,2,11,70954,1.06E-05,0.000169107,0.00061244,2.26E-08,2.22E-08,3.64E-09
-1,2,12,71392,1.09E-05,0.000162281,0.000593997,2.22E-08,2.23E-08,3.61E-09
-1,3,1,71221,2.09E-05,0.00022926,0.00119292,5.17E-08,4.59E-08,6.24E-09
-1,3,2,66087,2.16E-05,0.000245523,0.00126853,5.54E-08,5.02E-08,6.75E-09
-1,3,3,50032,3.05E-05,0.00038699,0.00171935,9.81E-08,7.87E-08,1.41E-08
-1,3,4,68326,2.11E-05,0.000230905,0.00119975,5.29E-08,4.73E-08,6.37E-09
-1,3,5,70819,2.03E-05,0.000219582,0.00113758,5.04E-08,4.47E-08,6.09E-09
-1,3,6,71578,2.10E-05,0.000227507,0.00118076,4.99E-08,4.45E-08,6.06E-09
-1,3,7,61361,2.65E-05,0.000274853,0.00144955,5.98E-08,5.39E-08,7.26E-09
-1,3,8,70409,2.04E-05,0.000228032,0.00118988,5.21E-08,4.61E-08,6.18E-09
-1,3,9,61790,2.42E-05,0.000254681,0.0013269,5.93E-08,5.21E-08,7.24E-09
-1,3,10,26508,0.000104926,0.000455301,0.00473017,9.99E-07,4.41E-07,5.37E-08
-1,3,11,66376,2.30E-05,0.000246726,0.00128325,5.55E-08,4.84E-08,6.64E-09
-1,3,12,67044,2.14E-05,0.000246911,0.00128916,5.44E-08,4.95E-08,6.52E-09
-1,4,1,108205,4.18E-05,,0.00264176,5.52E-07,1.64E-07,1.76E-08
-1,4,2,110304,4.42E-05,,0.00278786,5.36E-07,1.62E-07,1.85E-08
-1,4,3,72502,6.04E-05,,0.00382017,1.38E-06,2.33E-07,4.34E-08
-1,4,4,None,4.34E-05,,0.004490003571,1.56E-06,2.20E-06,1.52E-08
-1,4,5,112299,3.95E-05,,0.00233349,5.34E-07,1.54E-07,1.65E-08
-1,4,6,111665,4.07E-05,,0.00239466,5.52E-07,1.58E-07,1.69E-08
-1,4,7,112963,4.00E-05,,0.00235928,5.35E-07,1.56E-07,1.65E-08
-1,4,8,115634,3.65E-05,,0.00197114,5.23E-07,1.53E-07,1.42E-08
-1,4,9,36362,0.000152915,,0.0221958,9.51E-06,1.66E-05,2.97E-08
-1,4,10,None,4.34E-05,,0.004490003571,1.56E-06,2.20E-06,1.52E-08
-1,4,11,44009,0.000113723,,0.0199803,7.16E-06,1.29E-05,2.38E-08
-1,4,12,111566,3.80E-05,,0.00237559,5.08E-07,1.53E-07,1.54E-08
-1,4,13,None,4.34E-05,,0.004490003571,1.56E-06,2.20E-06,1.52E-08
-1,4,14,None,4.34E-05,,0.004490003571,1.56E-06,2.20E-06,1.52E-08
0,1,1,56548,8.95E-06,8.55E-06,0.000259553,9.81E-08,1.02E-07,1.48E-09
0,1,2,40952,1.15E-05,7.60E-06,0.000301042,7.99E-08,1.37E-07,1.49E-09
0,1,3,70929,6.83E-06,3.85E-06,0.000191067,3.54E-08,7.42E-08,8.50E-10
0,1,4,71671,6.60E-06,6.46E-06,0.000156946,7.27E-08,7.64E-08,9.82E-10
0,1,5,73398,6.38E-06,5.79E-06,0.000108568,6.87E-08,5.88E-08,9.96E-10
0,1,6,75215,6.41E-06,5.85E-06,0.000116421,6.68E-08,4.58E-08,9.93E-10
0,1,7,72365,7.05E-06,6.58E-06,0.000205631,7.26E-08,7.81E-08,1.17E-09
0,1,8,74513,6.36E-06,3.84E-06,0.000175366,3.94E-08,6.88E-08,7.95E-10
0,1,9,60902,8.01E-06,7.72E-06,0.000234136,8.65E-08,9.75E-08,1.35E-09
0,1,10,56280,5.62E-06,7.23E-06,0.000178533,8.42E-08,9.65E-08,1.25E-09
0,1,11,60928,8.43E-06,7.84E-06,0.000250373,8.18E-08,9.03E-08,1.42E-09
0,1,12,72626,6.35E-06,6.04E-06,0.000104239,7.15E-08,6.07E-08,9.84E-10
0,2,1,65852,1.57E-05,1.29E-05,0.000457232,1.76E-07,1.25E-07,1.66E-09
0,2,2,56919,1.84E-05,1.48E-05,0.000496195,1.83E-07,1.33E-07,1.81E-09
0,2,3,75385,1.25E-05,1.07E-05,0.000343287,1.52E-07,1.04E-07,1.36E-09
0,2,4,81543,1.20E-05,9.92E-06,0.000336347,1.37E-07,9.49E-08,1.27E-09
0,2,5,80392,1.16E-05,7.93E-06,0.000260537,9.30E-08,9.18E-08,1.23E-09
0,2,6,87478,1.10E-05,7.16E-06,0.00025011,8.07E-08,8.56E-08,1.12E-09
0,2,7,85999,1.15E-05,6.41E-06,0.000283838,6.04E-08,8.84E-08,8.72E-10
0,2,8,83805,1.16E-05,9.72E-06,0.0003178,1.27E-07,8.81E-08,1.19E-09
0,2,9,72697,1.34E-05,8.74E-06,0.000286405,9.74E-08,9.49E-08,1.27E-09
0,2,10,69104,1.41E-05,1.18E-05,0.000387761,1.61E-07,1.14E-07,1.52E-09
0,2,11,65640,1.47E-05,1.25E-05,0.000386599,1.71E-07,1.16E-07,1.51E-09
0,2,12,76458,1.34E-05,1.07E-05,0.00034821,1.40E-07,9.70E-08,1.31E-09
0,3,1,57081,3.63E-05,2.57E-05,0.00106957,4.55E-07,2.17E-07,2.62E-09
0,3,2,42583,4.96E-05,3.38E-05,0.00134057,6.02E-07,2.81E-07,3.34E-09
0,3,3,66332,2.83E-05,1.59E-05,0.000832681,1.25E-07,1.86E-07,2.17E-09
0,3,4,68123,4.43E-06,1.94E-05,0.000428382,3.08E-07,5.78E-08,2.17E-09
0,3,5,70252,2.75E-05,2.01E-05,0.000879768,3.34E-07,1.72E-07,2.13E-09
0,3,6,68182,2.76E-05,1.75E-05,0.00045189,2.03E-07,1.63E-07,1.92E-09
0,3,7,72195,2.78E-05,2.00E-05,0.000804461,3.44E-07,1.74E-07,2.05E-09
0,3,8,69501,2.84E-05,2.08E-05,0.000868354,3.43E-07,1.75E-07,2.14E-09
0,3,9,58354,3.42E-05,2.44E-05,0.00102451,4.18E-07,2.09E-07,2.53E-09
0,3,10,55339,3.49E-05,2.33E-05,0.000612999,2.84E-07,2.26E-07,2.75E-09
0,3,11,56859,3.32E-05,2.34E-05,0.000483952,3.72E-07,2.03E-07,2.62E-09
0,3,12,71307,2.44E-05,1.88E-05,0.000441034,2.78E-07,1.63E-07,2.07E-09
0,4,1,113350,4.87E-05,,0.00299628,5.42E-07,1.62E-07,2.07E-08
0,4,2,63328,9.78E-05,,0.00431977,8.21E-07,3.01E-07,3.85E-08
0,4,3,97667,4.03E-05,,0.00248875,6.22E-07,1.84E-07,1.66E-08
0,4,4,None,4.30E-05,,0.003592507143,1.36E-06,1.97E-06,1.35E-08
0,4,5,124123,3.68E-05,,0.0021964,4.58E-07,1.40E-07,1.52E-08
0,4,6,126160,3.70E-05,,0.00231482,4.47E-07,1.39E-07,1.54E-08
0,4,7,125343,3.67E-05,,0.00226818,4.55E-07,1.40E-07,1.52E-08
0,4,8,127372,3.34E-05,,0.00180813,4.37E-07,1.37E-07,1.30E-08
0,4,9,40457,0.000120275,,0.0125274,7.58E-06,1.33E-05,1.85E-08
0,4,10,None,4.30E-05,,0.003592507143,1.36E-06,1.97E-06,1.35E-08
0,4,11,42846,0.000116517,,0.0172599,7.25E-06,1.29E-05,2.25E-08
0,4,12,125303,3.42E-05,,0.00211547,4.48E-07,1.37E-07,1.39E-08
0,4,13,None,4.30E-05,,0.003592507143,1.36E-06,1.97E-06,1.35E-08
0,4,14,None,4.30E-05,,0.003592507143,1.36E-06,1.97E-06,1.35E-08
1,1,1,62950,9.45E-06,0.000162473,0.000429681,1.32E-08,1.54E-08,2.59E-09
1,1,2,48198,1.21E-05,0.000198217,0.000525727,1.76E-08,2.12E-08,3.55E-09
1,1,3,75151,7.62E-06,0.000136221,0.000357697,1.08E-08,1.22E-08,2.06E-09
1,1,4,27831,2.34E-05,0.000535271,0.00116252,5.24E-08,4.49E-08,1.47E-08
1,1,5,68204,8.42E-06,0.000149221,0.000391399,1.19E-08,1.35E-08,2.26E-09
1,1,6,75191,7.81E-06,0.000136697,0.000359194,1.04E-08,1.20E-08,2.05E-09
1,1,7,72464,8.08E-06,0.000138295,0.000365283,1.11E-08,1.26E-08,2.12E-09
1,1,8,72008,7.88E-06,0.000142125,0.000372982,1.13E-08,1.27E-08,2.16E-09
1,1,9,71900,8.03E-06,0.000140667,0.000370678,1.09E-08,1.26E-08,2.05E-09
1,1,10,71213,8.80E-06,0.000145924,0.00038445,1.14E-08,1.29E-08,2.19E-09
1,1,11,71335,8.44E-06,0.000144663,0.000379178,1.12E-08,1.25E-08,2.15E-09
1,1,12,76392,7.98E-06,0.000135395,0.000357242,1.08E-08,1.23E-08,2.08E-09
1,2,1,76055,1.04E-05,0.000161199,0.000584096,2.19E-08,2.15E-08,3.55E-09
1,2,2,63151,1.26E-05,0.00017916,0.00065179,2.65E-08,2.64E-08,4.34E-09
1,2,3,71408,1.04E-05,0.00016553,0.000596777,2.24E-08,2.23E-08,3.65E-09
1,2,4,50322,1.37E-05,1.85E-05,5.50E-05,3.45E-08,3.97E-08,8.76E-09
1,2,5,55960,1.25E-05,0.000250547,0.000910747,3.05E-08,2.97E-08,4.61E-09
1,2,6,75874,9.80E-06,0.000155238,0.000563715,2.06E-08,1.99E-08,3.26E-09
1,2,7,75575,9.79E-06,0.000151559,0.00055241,2.17E-08,2.10E-08,3.50E-09
1,2,8,72244,1.08E-05,0.000164732,0.000598734,2.21E-08,2.16E-08,3.53E-09
1,2,9,72730,1.07E-05,0.000156567,0.000566985,2.18E-08,2.17E-08,3.58E-09
1,2,10,67755,1.10E-05,0.000174981,0.000633205,2.30E-08,2.23E-08,3.69E-09
1,2,11,74297,1.03E-05,0.000161558,0.000586069,2.16E-08,2.12E-08,3.46E-09
1,2,12,75925,1.01E-05,0.000154764,0.000563981,2.11E-08,2.08E-08,3.40E-09
1,3,1,68251,2.22E-05,0.000245264,0.00126827,5.59E-08,4.85E-08,6.78E-09
1,3,2,66602,2.16E-05,0.000240873,0.00124646,5.77E-08,5.04E-08,6.92E-09
1,3,3,67929,2.10E-05,0.000239963,0.00124246,5.32E-08,4.73E-08,6.40E-09
1,3,4,43064,3.54E-05,0.000465677,0.00204626,1.20E-07,9.29E-08,1.70E-08
1,3,5,64833,2.24E-05,0.000249157,0.00128876,5.49E-08,4.90E-08,6.63E-09
1,3,6,71683,2.01E-05,0.000224214,0.00115695,5.02E-08,4.44E-08,6.06E-09
1,3,7,65584,2.17E-05,0.000241333,0.00125454,5.80E-08,5.02E-08,6.93E-09
1,3,8,69369,1.95E-05,1.50E-05,5.83E-05,3.96E-08,4.57E-08,6.20E-09
1,3,9,71163,1.96E-05,0.000223428,0.00116068,5.14E-08,4.48E-08,6.05E-09
1,3,10,65504,2.16E-05,0.000238315,0.0012318,5.45E-08,4.88E-08,6.59E-09
1,3,11,70497,2.03E-05,0.000227624,0.00117879,5.15E-08,4.56E-08,6.19E-09
1,3,12,70162,2.06E-05,0.000229234,0.00119297,5.26E-08,4.69E-08,6.35E-09
1,4,1,111801,4.54E-05,,0.00267164,5.52E-07,1.64E-07,1.94E-08
1,4,2,98055,4.64E-05,,0.00275702,6.31E-07,1.81E-07,2.01E-08
1,4,3,104997,4.17E-05,,0.00249741,5.59E-07,1.66E-07,1.72E-08
1,4,4,None,3.88E-05,,0.003711846571,1.22E-06,1.73E-06,1.29E-08
1,4,5,107643,4.36E-05,,0.00273947,5.54E-07,1.63E-07,1.80E-08
1,4,6,107699,4.12E-05,,0.00253953,6.08E-07,1.91E-07,1.72E-08
1,4,7,111481,4.07E-05,,0.00253233,5.40E-07,1.56E-07,1.70E-08
1,4,8,108364,4.09E-05,,0.00248938,5.69E-07,1.67E-07,1.66E-08
1,4,9,48538,0.000102646,,0.0185634,6.36E-06,1.16E-05,2.20E-08
1,4,10,None,3.88E-05,,0.003711846571,1.22E-06,1.73E-06,1.29E-08
1,4,11,49372,0.000104254,,0.0147882,6.18E-06,1.14E-05,1.95E-08
1,4,12,116508,3.66E-05,,0.000387472,4.93E-07,3.02E-08,1.42E-08
1,4,13,None,3.88E-05,,0.003711846571,1.22E-06,1.73E-06,1.29E-08
